player_name,player_height,player_weight
Rawle Alkins,195.58,102.0582
RJ Hunter,195.58,83.91452
Quincy Pondexter,200.66,104.32616
Quincy Acy,200.66,108.86208
Pau Gasol,213.36,113.398
Ron Baker,193.04,99.79024
Shelvin Mack,190.5,92.079176
Shaun Livingston,200.66,87.089664
Scott Machado,185.42,92.98636
Salah Mejri,218.44,106.59412
Alan Williams,203.2,120.20188
Zaza Pachulia,210.82,122.46984
Zach Lofton,193.04,81.64656
Alex Abrines,198.12,90.7184
Yante Maten,203.2,108.86208
Wesley Johnson,200.66,97.52228
Alex Poythress,205.74,106.59412
Antonio Blakeney,193.04,87.089664
Angel Delgado,208.28,111.13004
Andrew Harrison,198.12,96.615096
Andrew Bogut,213.36,117.93392
Andre Ingram,190.5,86.18248
Amir Johnson,205.74,108.86208
Trevon Duval,187.96,85.728888
Tony Parker,187.96,83.91452
Thomas Welsh,213.36,115.66596
Troy Caupain,193.04,95.25432
Walt Lemon Jr.,190.5,81.64656
Wade Baldwin IV,193.04,90.7184
Vincent Edwards,203.2,102.0582
Tyreke Evans,198.12,99.79024
Tyler Ulis,177.8,72.57472
Tyler Lydon,208.28,102.0582
Tyler Dorsey,195.58,83.007336
Tyler Davis,208.28,120.655472
Tyler Cavanaugh,205.74,107.954896
Troy Williams,200.66,98.883056
Omri Casspi,205.74,102.0582
Dwyane Wade,193.04,99.79024
Ekpe Udoh,208.28,111.13004
Eric Moreland,208.28,107.954896
Devin Harris,190.5,83.91452
Devin Robinson,203.2,90.7184
Deyonta Davis,210.82,107.501304
Dirk Nowitzki,213.36,111.13004
Donatas Motiejunas,213.36,99.79024
Donte Grantham,203.2,97.52228
Ian Clark,190.5,79.3786
Ike Anigbogu,208.28,113.398
Isaac Humphries,213.36,117.93392
Isaiah Briscoe,190.5,97.52228
Isaiah Canaan,182.88,90.7184
Isaiah Hicks,205.74,104.32616
Ivan Rabb,208.28,99.79024
Gerald Green,200.66,92.98636
Guerschon Yabusele,203.2,117.93392
C.J. Williams,195.58,102.511792
Channing Frye,213.36,115.66596
Billy Garrett,198.12,97.52228
Bonzie Colson,198.12,102.0582
Brandon Sampson,195.58,83.460928
DeVaughn Akoon-Purcell,198.12,90.7184
Demetrius Jackson,185.42,91.171992
Deng Adel,200.66,90.7184
DJ Stephens,195.58,85.275296
Daniel Hamilton,200.66,88.45044
Dante Cunningham,203.2,104.32616
Dairis Bertans,193.04,90.7184
Lorenzo Brown,195.58,85.728888
Luol Deng,205.74,107.501304
Malachi Richardson,198.12,92.98636
MarShon Brooks,195.58,90.7184
Marcin Gortat,210.82,108.86208
Marcus Derrickson,200.66,112.944408
Kobi Simmons,193.04,77.11064
Kosta Koufos,213.36,111.13004
Nene,210.82,113.398
Nick Young,200.66,95.25432
Nikola Mirotic,208.28,113.398
Okaro White,203.2,92.98636
Mitchell Creek,198.12,102.0582
Milos Teodosic,195.58,88.904032
Michael Beasley,205.74,106.59412
Miles Plumlee,210.82,112.944408
Jeremy Lin,190.5,90.7184
Jerryd Bayless,190.5,90.7184
Jimmer Fredette,187.96,88.45044
Jodie Meeks,193.04,95.25432
Jawun Evans,182.88,86.18248
Jason Smith,213.36,108.86208
Jalen Jones,200.66,99.79024
Jared Terrell,190.5,102.965384
Jarell Martin,208.28,108.408488
Jaron Blossomgame,203.2,99.79024
Julian Washburn,203.2,94.800728
Kalin Lucas,185.42,88.45044
Kenneth Faried,203.2,99.79024
John Holland,195.58,92.98636
John Jenkins,193.04,97.52228
Jon Leuer,208.28,103.418976
Jonas Jerebko,208.28,104.779752
Jonathon Simmons,198.12,88.45044
Jordan Loyd,193.04,95.25432
Jordan Sibert,193.04,84.821704
Jose Calderon,190.5,90.7184
Zhou Qi,215.9,95.25432
Jonathan Gibson,187.96,83.91452
Dwight Buycks,190.5,86.18248
Derrick Williams,203.2,108.86208
Gian Clavell,193.04,83.91452
Georgios Papagiannis,215.9,108.86208
Erik McCree,203.2,102.0582
Emeka Okafor,208.28,115.66596
Cole Aldrich,210.82,114.758776
Chris McCullough,205.74,97.52228
Chinanu Onuaku,208.28,111.13004
Charles Cooke,195.58,88.904032
Brice Johnson,208.28,104.32616
Briante Weber,187.96,74.84268
Brandon Paul,193.04,90.7184
Brandon Jennings,185.42,77.11064
DeAndre Liggins,198.12,94.800728
David West,205.74,113.398
David Stockton,180.34,74.84268
Darrun Hilliard,198.12,99.79024
Darrell Arthur,205.74,106.59412
Damien Wilkins,198.12,98.429464
Dakari Johnson,213.36,115.66596
Jarrett Jack,190.5,90.7184
Jarell Eddie,200.66,98.883056
Jamil Wilson,200.66,103.872568
James Young,198.12,97.52228
James Webb III,205.74,91.625584
James Michael McAdoo,205.74,104.32616
Jamel Artis,200.66,96.615096
Jameer Nelson,182.88,86.18248
Jameel Warney,203.2,117.93392
Brandan Wright,208.28,106.59412
Bobby Brown,187.96,79.3786
Ben Moore,203.2,99.79024
Jason Terry,187.96,83.91452
Johnny O'Bryant III,205.74,116.573144
Joffrey Lauvergne,210.82,117.93392
Joel Bolomboy,205.74,106.59412
Joe Young,187.96,83.91452
Jeremy Evans,205.74,90.7184
Jeff Withey,213.36,104.32616
Aaron Brooks,182.88,73.028312
Jacob Wiley,203.2,101.151016
Jacob Pullen,185.42,90.7184
Jack Cooley,208.28,124.284208
Jabari Bird,198.12,89.811216
Isaiah Whitehead,193.04,96.615096
Isaiah Taylor,190.5,77.11064
Aaron Harrison,198.12,95.25432
Aaron Jackson,190.5,83.007336
Arron Afflalo,195.58,95.25432
Anthony Brown,200.66,101.604608
Andrew White III,200.66,95.25432
Alec Peters,205.74,106.59412
Al Jefferson,208.28,127.00576
Adreian Payne,208.28,107.501304
Tyler Ennis,190.5,87.996848
Vander Blue,195.58,90.7184
Xavier Silas,195.58,92.98636
Xavier Rathan-Mayes,193.04,94.347136
Xavier Munford,193.04,78.471416
Willie Reed,210.82,111.13004
Vincent Hunter,203.2,94.347136
Trey McKinney-Jones,195.58,99.79024
Trevor Booker,203.2,103.418976
Tarik Black,205.74,113.398
Travis Wear,208.28,102.0582
Tony Allen,193.04,96.615096
Timofey Mozgov,215.9,124.7378
Tim Quarterman,198.12,86.18248
Zach Randolph,205.74,113.398
Marcus Georges-Hunt,195.58,102.511792
Marcus Paige,182.88,74.389088
Mario Chalmers,187.96,86.18248
Markel Brown,190.5,86.18248
Marquis Teague,187.96,85.728888
Manu Ginobili,198.12,92.98636
Marreese Speights,208.28,115.66596
Mangok Mathiang,208.28,104.32616
Lucas Nogueira,213.36,99.79024
Luis Montero,200.66,90.7184
Luke Babbitt,205.74,102.0582
Malcolm Delaney,190.5,86.18248
Marshall Plumlee,213.36,113.398
Myke Henry,198.12,95.25432
Nate Wolters,193.04,86.18248
Nick Collison,208.28,115.66596
Nicolas Brussino,203.2,88.45044
Nigel Hayes,200.66,115.212368
Mirza Teletovic,205.74,109.769264
Milton Doyle,193.04,81.64656
Matt Costello,208.28,108.86208
Matt Williams Jr.,195.58,95.25432
Mindaugas Kuzminskas,205.74,97.52228
Julyan Stone,198.12,90.7184
Josh Smith,205.74,102.0582
Josh McRoberts,208.28,108.86208
Josh Huestis,200.66,104.32616
Jordan Mickey,203.2,106.59412
Jordan Crawford,195.58,88.45044
Kay Felder,175.26,79.832192
Kendrick Perkins,208.28,122.46984
Kyle Collinsworth,198.12,95.25432
Kyle Singler,203.2,103.418976
London Perrantes,187.96,86.18248
Larry Drew II,187.96,81.64656
Reggie Hearn,195.58,95.25432
Rashad Vaughn,198.12,91.625584
Ramon Sessions,190.5,86.18248
Paul Zipser,203.2,102.511792
Omari Johnson,205.74,99.79024
Omer Asik,213.36,115.66596
Shane Larkin,180.34,79.3786
Shabazz Muhammad,198.12,100.243832
Sean Kilpatrick,193.04,96.161504
Richard Jefferson,200.66,105.686936
Rodney Purvis,193.04,92.98636
Alan Anderson,198.12,99.79024
Ty Lawson,180.34,88.45044
Toney Douglas,187.96,88.45044
Jordan Hill,208.28,108.86208
Jordan Farmar,187.96,81.64656
Semaj Christon,190.5,86.18248
Sasha Vujacic,200.66,88.45044
Ryan Kelly,210.82,104.32616
Roy Hibbert,218.44,122.46984
Ronnie Price,187.96,86.18248
Rodney Stuckey,195.58,92.98636
Reggie Williams,201,86
Sergio Rodriguez,190.5,79.832192
Tiago Splitter,210.82,111.13004
Thomas Robinson,208.28,107.501304
TJ Warren,203.2,102.0582
Steve Novak,208.28,102.0582
Stephen Zimmerman,213.36,108.86208
Spencer Hawes,215.9,111.13004
Sheldon Mac,198.12,90.7184
Shawn Long,205.74,115.66596
Justin Hamilton,213.36,115.66596
Marcelo Huertas,190.5,90.7184
Marcus Morris,205.74,106.59412
Marcus Thornton,193.04,92.98636
Matt Barnes,200.66,102.511792
Maurice Ndour,205.74,90.7184
Metta World Peace,200.66,117.93392
Michael Gbinije,200.66,90.7184
Mike Dunleavy,205.74,104.32616
Manny Harris,195.58,83.91452
Kyle Wiltjer,208.28,108.86208
Lamar Patterson,195.58,102.0582
Larry Sanders,210.82,104.32616
Lavoy Allen,205.74,117.93392
Leandro Barbosa,190.5,87.996848
Luis Scola,205.74,109.315672
Mike Miller,203.2,98.883056
Mike Tobey,213.36,117.93392
AJ Hammons,213.36,117.93392
Kevin Seraphin,208.28,126.098576
KJ McDaniels,198.12,92.98636
Justin Harper,208.28,102.0582
Monta Ellis,190.5,83.91452
Nicolas Laprovittola,193.04,81.64656
Norris Cole,187.96,79.3786
PJ Tucker,198.12,111.13004
Randy Foye,193.04,98.883056
Danuel House,200.66,97.52228
Daniel Ochefu,210.82,111.13004
Damjan Rudez,208.28,103.418976
Dahntay Jones,198.12,102.0582
Chris Andersen,208.28,111.13004
Diamond Stone,210.82,115.66596
Deron Williams,190.5,90.7184
David Lee,205.74,111.13004
Arinze Onuaku,205.74,115.66596
Archie Goodwin,195.58,92.98636
Anthony Morrow,195.58,95.25432
Anthony Bennett,203.2,106.59412
Andrew Nicholson,205.74,113.398
Alonzo Gee,198.12,102.0582
Alexis Ajinca,218.44,112.490816
Ben Bentil,205.74,106.59412
CJ Wilcox,195.58,88.45044
C.J. Watson,187.96,79.3786
Brian Roberts,185.42,78.471416
Brandon Rush,198.12,102.0582
Brandon Bass,203.2,113.398
Boris Diaw,203.2,113.398
Beno Udrih,190.5,92.98636
Kris Humphries,205.74,106.59412
Jarnell Stokes,205.74,115.66596
Jared Sullinger,205.74,117.93392
James Jones,203.2,98.883056
Rakeem Christmas,205.74,113.398
Pierre Jackson,177.8,81.64656
Paul Pierce,200.66,106.59412
Patricio Garino,198.12,92.079176
John Lucas III,180.34,75.296272
Joel Anthony,205.74,111.13004
Gary Neal,193.04,95.25432
Elijah Millsap,200.66,97.52228
Edy Tavares,220.98,120.20188
Gerald Henderson,195.58,97.52228
Hollis Thompson,203.2,93.439952
Greivis Vasquez,198.12,98.429464
Matt Bonner,208.28,106.59412
Nikola Pekovic,210.82,139.252744
Nazr Mohammed,208.28,113.398
Nate Robinson,175.26,81.64656
Mo Williams,185.42,89.811216
Mitch McGary,208.28,115.66596
Kevin Garnett,210.82,108.86208
Kendall Marshall,193.04,90.7184
Keith Appling,185.42,83.91452
O.J. Mayo,195.58,95.25432
Kevin Martin,200.66,90.264808
Lou Amundson,205.74,99.79024
Kostas Papanikolaou,203.2,106.59412
Kobe Bryant,198.12,96.161504
Kirk Hinrich,193.04,86.18248
Steve Blake,190.5,78.017824
Orlando Johnson,195.58,99.79024
Tim Duncan,210.82,113.398
Tibor Pleiss,220.98,116.119552
Tayshaun Prince,205.74,96.161504
Jorge Gutierrez,190.5,85.728888
Sonny Weems,198.12,92.98636
Tyler Hansbrough,205.74,113.398
Tony Wroten,198.12,92.98636
Shayne Whittington,210.82,113.398
Ray McCallum,190.5,86.18248
Rasual Butler,200.66,97.52228
Pablo Prigioni,190.5,83.91452
PJ Hairston,198.12,104.32616
Phil Pressey,180.34,79.3786
Sergey Karasev,200.66,94.347136
Sasha Kaun,210.82,117.93392
Russ Smith,182.88,74.84268
Robert Sacre,213.36,122.46984
Ryan Hollins,213.36,108.86208
Erick Green,193.04,83.91452
Festus Ezeli,210.82,120.20188
Greg Smith,208.28,113.398
Elton Brand,205.74,115.212368
Elliot Williams,196,86
Devyn Marble,198.12,90.7184
Donald Sloan,190.5,92.98636
Drew Gooden,208.28,113.398
Duje Dukan,205.74,99.79024
Henry Sims,208.28,112.490816
Jason Thompson,210.82,113.398
Jeff Ayres,205.74,113.398
Jared Cunningham,193.04,88.45044
JJ Hickson,205.74,109.769264
JJ O'Brien,200.66,99.79024
James Anderson,198.12,96.615096
DeJuan Blair,200.66,122.46984
Andre Miller,190.5,90.7184
Andrea Bargnani,213.36,111.13004
Andrew Goudelock,190.5,90.7184
Jordan Hamilton,200.66,99.79024
Jordan Adams,195.58,94.800728
Amar'e Stoudemire,208.28,111.13004
Alex Stepheson,208.28,122.46984
Chuck Hayes,198.12,108.86208
Cleanthony Early,203.2,95.25432
Cliff Alexander,203.2,108.86208
Cory Jefferson,205.74,98.883056
Coty Clarke,200.66,102.0582
Damien Inglis,203.2,111.583632
Chris Johnson,198.12,93.439952
Branden Dawson,198.12,102.0582
Bryce Cotton,185.42,74.84268
Bryce Dejean-Jones,198.12,92.079176
Chris Kaman,213.36,120.20188
Cameron Bairstow,205.74,113.398
Carl Landry,205.74,112.490816
Caron Butler,200.66,103.418976
Charlie Villanueva,210.82,105.233344
Chase Budinger,200.66,94.800728
Chris Bosh,210.82,106.59412
Chris Copeland,205.74,108.408488
Joel Freeland,208.28,102.0582
Jerome Jordan,213.36,114.758776
Jerrelle Benimon,203,111
Joey Dorsey,205.74,124.7378
John Salmons,198.12,95.25432
Landry Fields,200.66,97.52228
Lester Hudson,190.5,86.18248
Luke Ridnour,187.96,79.3786
Kenyon Martin,205.74,102.0582
Jerel McNeal,190.5,90.7184
Gigi Datome,203.2,97.52228
Glen Davis,205.74,131.088088
Glen Rice,198.12,93.439952
Gerald Wallace,200.66,99.79024
Grant Jerrett,208.28,105.233344
Greg Stiemsma,210.82,117.93392
Hedo Turkoglu,208.28,99.79024
Henry Walker,198.12,106.59412
Francisco Garcia,200.66,97.52228
Furkan Aldemir,208.28,108.86208
Gal Mekel,190.5,86.636072
Jannero Pargo,185.42,83.91452
Jason Maxiell,200.66,117.93392
Jason Richardson,198.12,102.0582
Malcolm Lee,195.58,90.7184
Jeff Adrien,201,111
Jeffery Taylor,200.66,102.0582
Jabari Brown,195.58,97.068688
Jamaal Franklin,195.58,86.636072
Malcolm Thomas,205.74,102.0582
Sim Bhullar,226.06,163.29312
Shawne Williams,208.28,104.32616
Shawn Marion,200.66,103.418976
Shavlik Randolph,208.28,107.047712
Samuel Dalembert,210.82,115.66596
Sebastian Telfair,182.88,77.11064
Shannon Brown,190.5,97.52228
Victor Claver,205.74,101.604608
Will Cherry,183,83
Willie Green,190.5,92.98636
Xavier Henry,198.12,99.79024
Zoran Dragic,195.58,90.7184
Will Bynum,182.88,83.91452
Tyrus Thomas,208.28,102.0582
Toure' Murry,195.58,88.45044
Ronny Turiaf,208.28,112.944408
Miroslav Raduljica,213.36,113.398
Nick Calathes,198.12,96.615096
Nick Johnson,190.5,91.625584
Martell Webster,200.66,104.32616
Quincy Miller,205.74,95.25432
Reggie Evans,203.2,111.13004
Ricky Ledo,200.66,88.45044
Robbie Hummel,205.74,99.336648
Perry Jones III,210.82,106.59412
Ognjen Kuzmic,213.36,117.93392
Patrick Christopher,196,94
Pero Antic,210.82,117.93392
Earl Barron,213.36,113.398
Austin Daye,210.82,99.79024
Ben Gordon,190.5,92.98636
Bernard James,208.28,106.59412
Brandon Davies,208.28,108.86208
Brendan Haywood,213.36,119.294696
Earl Clark,208.28,106.140528
AJ Price,187.96,88.45044
Alexey Shved,198.12,84.821704
Andre Dawkins,195.58,99.336648
Andrei Kirilenko,205.74,106.59412
Carlos Boozer,205.74,117.026736
Alex Kirk,213.36,111.13004
David Wear,208.28,104.32616
Dorell Wright,205.74,92.98636
Drew Gordon,205.74,111.13004
Darius Morris,193.04,88.45044
Chris Douglas-Roberts,200.66,95.25432
Cartier Martin,200.66,99.79024
Danny Granger,205.74,100.697424
Arnett Moultrie,208.28,108.86208
Byron Mullens,213.36,124.7378
Ray Allen,195.58,92.98636
Rashard Lewis,208.28,106.59412
Peyton Siva,182.88,83.91452
Carrick Felix,198.12,91.171992
DJ White,205.74,113.398
Damion James,200.66,102.0582
Daniel Orton,208.28,124.7378
Darius Johnson-Odom,187.96,97.52228
Derek Fisher,185.42,95.25432
Casper Ware,177.8,79.3786
Chauncey Billups,190.5,95.25432
Chris Babb,195.58,102.0582
Chris Singleton,205.74,103.418976
Chris Smith,187.96,90.7184
Chris Wright,205.74,102.511792
Roger Mason Jr.,195.58,92.98636
Viacheslav Kravtsov,210.82,115.212368
Tyshawn Taylor,190.5,83.91452
Vitor Faverani,210.82,117.93392
Travis Outlaw,205.74,93.893544
Tornike Shengelia,205.74,99.79024
Tony Mitchell,203.2,106.59412
Andrew Bynum,213.36,129.27372
Andris Biedrins,213.36,113.398
Antawn Jamison,205.74,106.59412
Anthony Randolph,210.82,102.0582
Ryan Gomes,200.66,111.13004
Shane Battier,203.2,99.79024
Royce White,203.2,117.93392
Royal Ivey,193.04,90.7184
Ronnie Brewer,200.66,106.59412
Shane Edwards,200.66,99.79024
Steve Nash,190.5,80.739376
Stephen Jackson,203.2,99.79024
Solomon Jones,208.28,106.59412
James Southerland,203.2,97.52228
Jan Vesely,213.36,109.769264
Jarvis Varnado,205.74,104.32616
Jason Collins,213.36,115.66596
Maalik Wayns,185.42,88.45044
Josh Childress,203.2,95.25432
Josh Harrellson,208.28,124.7378
Josh Powell,205.74,108.86208
Keith Bogans,195.58,97.52228
Jeremy Tyler,208.28,113.398
Jermaine O'Neal,210.82,115.66596
Melvin Ely,208.28,117.93392
Greg Oden,213.36,123.830616
Gustavo Ayon,208.28,113.398
Hamady Ndiaye,213.36,106.59412
Erik Murphy,208.28,104.32616
Eric Maynor,190.5,79.3786
Dexter Pittman,210.82,129.27372
Diante Garrett,193.04,86.18248
Dionte Christmas,195.58,92.98636
Doron Lamb,193.04,90.7184
Hasheem Thabeet,220.98,119.294696
Earl Watson,185.42,90.264808
Elias Harris,203.2,108.408488
Hilton Armstrong,210.82,106.59412
Nemanja Nedovic,190.5,87.089664
Nando De Colo,195.58,88.45044
Mustafa Shakur,190.5,86.18248
Mike Harris,198.12,109.769264
Jamaal Tinsley,190.5,85.275296
Othyus Jeffers,195.58,95.25432
Andray Blatche,210.82,117.93392
Aaron Gray,213.36,122.46984
Adonis Thomas,200.66,108.86208
Al Harrington,205.74,111.13004
Sam Young,198.12,102.0582
Samardo Samuels,205.74,117.93392
Sasha Pavlovic,200.66,106.59412
Quentin Richardson,198.12,103.418976
Rasheed Wallace,210.82,104.32616
Richard Hamilton,200.66,87.543256
Rodrigue Beaubois,187.96,83.91452
Terrel Harris,193.04,86.18248
Vladimir Radmanovic,208.28,106.59412
Will Conroy,187.96,88.45044
Josh Howard,200.66,95.25432
Josh Akognon,180.34,83.91452
Terrence Williams,198.12,99.79024
Tim Ohlbrecht,210.82,115.66596
Troy Murphy,210.82,111.13004
Tyler Honeycutt,203.2,85.275296
Linas Kleiza,203.2,106.140528
Kris Joseph,200.66,95.25432
Kurt Thomas,205.74,108.86208
Kwame Brown,210.82,131.54168
Lamar Odom,208.28,104.32616
Lazar Hayward,198.12,102.0582
Kim English,198.12,90.7184
Josh Selby,187.96,83.007336
Justin Dentmon,180.34,83.91452
Juwan Howard,205.74,113.398
Kevin Jones,203.2,117.93392
Kevin Murphy,198.12,83.91452
Keyon Dooling,190.5,88.45044
Luke Walton,203.2,106.59412
Luke Zeller,210.82,111.13004
Nolan Smith,187.96,83.91452
Mickael Gelabale,200.66,97.52228
Marcus Camby,210.82,108.86208
Mickael Pietrus,198.12,97.52228
Matt Carroll,198.12,96.161504
Marquis Daniels,198.12,90.7184
Eddy Curry,213.36,133.80964
Fab Melo,213.36,115.66596
DeQuan Jones,203.2,100.243832
DeSagana Diop,213.36,127.00576
DeShawn Stevenson,195.58,98.883056
Devin Ebanks,205.74,97.52228
Dominic McGuire,205.74,106.59412
Dominique Jones,195.58,97.52228
James White,200.66,97.52228
Jared Jeffries,210.82,108.86208
Jason Kidd,193.04,95.25432
Hakim Warrick,205.74,99.336648
Hamed Haddadi,218.44,120.20188
Grant Hill,203.2,102.0582
Ivan Johnson,203.2,115.66596
Ben Hansbrough,190.5,92.079176
Brandon Roy,198.12,95.707912
DaJuan Summers,203.2,108.86208
Daequan Cook,195.58,95.25432
Daniel Gibson,187.96,90.7184
Cory Higgins,195.58,81.64656
Darko Milicic,213.36,124.7378
Corey Maggette,198.12,102.0582
Carlos Delfino,198.12,104.32616
Charles Jenkins,190.5,97.52228
Chris Duhon,185.42,86.18248
Chris Quinn,187.96,79.3786
Chris Wilcox,208.28,106.59412
Jerry Stackhouse,198.12,98.883056
Johan Petro,213.36,112.037224
Joel Przybilla,215.9,111.13004
Gilbert Arenas,193.04,97.52228
Jamaal Magloire,210.82,120.20188
JaJuan Johnson,208.28,100.243832
Ike Diogu,205.74,113.398
Brian Skinner,205.74,115.66596
Brian Scalabrine,205.74,106.59412
Carldell Johnson,177.8,81.64656
Brian Cook,205.74,113.398
Brad Miller,213.36,118.387512
Brian Cardinal,203.2,108.86208
Bobby Simmons,198.12,106.59412
Blake Ahearn,187.96,86.18248
Andre Emmett,195.58,104.32616
Andres Nocioni,200.66,102.0582
Christian Eyenga,200.66,95.25432
Ben Wallace,205.74,108.86208
Ben Uzoh,190.5,92.98636
Baron Davis,190.5,96.161504
Armon Johnson,190.5,88.45044
Anthony Parker,198.12,95.25432
Anthony Carter,185.42,86.18248
Gary Forbes,200.66,99.79024
Donte Greene,210.82,102.511792
Derrick Byars,200.66,99.79024
Earl Boykins,165.1,60.327736
Erick Dampier,210.82,120.20188
Eric Dawson,205.74,113.398
Edwin Ubiles,198.12,92.532768
Eduardo Najera,203.2,106.59412
Derrick Brown,203.2,105.686936
Dennis Horner,205.74,104.32616
Dan Gadzuric,210.82,108.86208
D.J. Kennedy,195.58,97.068688
Craig Smith,200.66,120.20188
Craig Brackins,208.28,104.32616
Courtney Fortson,180.34,83.91452
Delonte West,190.5,81.64656
Darryl Watkins,210.82,117.026736
Darington Hobson,200.66,95.25432
Jamario Moon,203.2,92.98636
Francisco Elson,213.36,108.86208
Renaldo Balkman,203.2,102.0582
Rudy Fernandez,198.12,83.91452
Ryan Reid,203.2,106.59412
Raja Bell,195.58,95.25432
Mickell Gladness,210.82,99.79024
Mike Bibby,187.96,88.45044
Mikki Moore,213.36,102.0582
Morris Almond,198.12,102.0582
Mychel Thompson,198.12,95.707912
Sean Williams,208.28,106.59412
Travis Leslie,193.04,92.98636
Trey Johnson,195.58,97.52228
Trey Thompkins,208.28,111.13004
Vernon Macklin,208.28,102.965384
Yi Jianlian,213.36,113.398
Tracy McGrady,203.2,102.0582
Walker Russell,182.88,77.11064
Von Wafer,195.58,94.800728
Michael Redd,198.12,97.52228
Semih Erden,213.36,108.86208
Shelden Williams,205.74,113.398
Solomon Alabi,215.9,114.305184
Tony Battie,210.82,108.86208
T.J. Ford,182.88,74.84268
Sundiata Gaines,185.42,90.7184
Mehmet Okur,210.82,117.93392
Jon Brockman,200.66,115.66596
Jonny Flynn,182.88,83.91452
Jordan Williams,208.28,117.93392
Josh Davis,203.2,106.59412
James Singleton,203.2,104.32616
Jerry Smith,187.96,86.18248
Jerome Dyson,190.5,81.64656
Jeff Foster,210.82,113.398
Jeff Foote,213.36,120.20188
Keith Benson,210.82,104.32616
Jason Kapono,203.2,97.52228
Kelenna Azubuike,195.58,97.52228
Luke Harangody,200.66,111.13004
Maurice Evans,195.58,99.79024
Larry Owens,200.66,95.25432
Larry Hughes,195.58,83.91452
Kyrylo Fesenko,215.9,127.00576
DJ Mbenga,213.36,115.66596
Charlie Bell,190.5,90.7184
Carlos Arroyo,187.96,90.7184
Rodney Carney,200.66,92.98636
Ronald Dupree,200.66,94.800728
Darius Songaila,205.74,112.490816
Darnell Jackson,205.74,114.758776
David Andersen,210.82,112.037224
Derrick Caracter,205.74,124.7378
Theo Ratliff,208.28,106.59412
Stephen Graham,198.12,97.52228
Zydrunas Ilgauskas,220.98,117.93392
Zabian Dowdell,190.5,86.636072
Yao Ming,228.6,140.61352
Willie Warren,193.04,92.079176
Andy Rautins,193.04,86.18248
Antoine Wright,200.66,97.52228
Antonio Daniels,193.04,92.98636
Antonio McDyess,205.74,111.13004
Shaquille O'Neal,215.9,147.4174
Sean Marks,208.28,113.398
Acie Law,190.5,91.625584
Al Thornton,203.2,106.59412
Sherron Collins,180.34,92.98636
Julian Wright,203.2,102.0582
Kyle Weaver,198.12,91.171992
Joe Smith,208.28,102.0582
Joey Graham,200.66,104.32616
Maurice Ager,195.58,91.625584
Morris Peterson,200.66,99.79024
Nenad Krstic,213.36,108.86208
Leon Powe,203.2,108.86208
Luther Head,190.5,83.91452
Malik Allen,208.28,115.66596
Marcus Banks,187.96,92.98636
Marcus Cousin,210.82,111.13004
Mario West,195.58,95.25432
Jawad Williams,205.74,102.0582
Jermaine Taylor,193.04,95.25432
Eddie House,185.42,86.18248
Etan Thomas,208.28,117.93392
Fabricio Oberto,208.28,111.13004
Gani Lawal,205.74,106.140528
Garret Siler,210.82,138.34556
Jason Williams,185.42,81.64656
Quinton Ross,198.12,87.543256
Pops Mensah-Bonsu,205.74,106.59412
Pooh Jeter,180.34,79.3786
Peja Stojakovic,208.28,103.872568
Patrick Ewing,203.2,106.59412
Pape Sy,200.66,102.0582
Orien Greene,193.04,94.347136
James Posey,203.2,98.429464
Jarron Collins,210.82,112.944408
Ime Udoka,195.58,99.79024
Rasho Nesterovic,213.36,115.66596
Randolph Morris,210.82,124.7378
Rafer Alston,187.96,79.3786
Primoz Brezec,215.9,115.66596
Paul Davis,210.82,122.46984
Roko Ukic,195.58,86.18248
Ricky Davis,200.66,88.45044
Chris Hunter,210.82,108.86208
Patrick O'Bryant,213.36,113.398
Michael Finley,200.66,102.0582
Mike Wilks,177.8,81.64656
Othello Hunter,203.2,102.0582
Oliver Lafayette,187.96,86.18248
Oleksiy Pecherov,213.36,106.140528
Nathan Jawai,208.28,127.00576
Yakhouba Diawara,200.66,102.0582
Trey Gilder,205.74,92.98636
Trenton Hassell,195.58,102.965384
Travis Diener,185.42,79.3786
Tim Thomas,208.28,108.86208
Taylor Griffin,200.66,107.954896
Sean May,205.74,120.655472
Ryan Bowen,205.74,98.883056
Steven Hunter,213.36,108.86208
Chris Richard,205.74,116.119552
Coby Karl,195.58,97.52228
Chucky Atkins,180.34,83.91452
Dwayne Jones,208.28,113.851592
Desmond Mason,195.58,100.697424
Devean George,203.2,106.59412
Devin Brown,195.58,95.25432
Adam Morrison,203.2,92.98636
Cedric Jackson,190.5,86.18248
Allen Iverson,182.88,74.84268
Alando Tucker,198.12,92.98636
Antonio Anderson,198.12,97.52228
Anthony Johnson,190.5,88.45044
Kenny Thomas,200.66,111.13004
Kevin Ollie,187.96,88.45044
Jonathan Bender,213.36,104.32616
Kareem Rush,198.12,97.52228
Josh Boone,208.28,108.86208
Malik Hairston,198.12,99.79024
Marcus Haislip,208.28,104.32616
Marcus Williams,190.5,92.98636
Mardy Collins,198.12,99.79024
Marcus Landry,200.66,104.32616
Lindsey Hunter,187.96,88.45044
J.R. Giddens,195.58,97.52228
Flip Murray,190.5,90.7184
Joe Alexander,203.2,104.32616
JamesOn Curry,190.5,86.18248
Jarvis Hayes,203.2,103.418976
Jason Hart,190.5,81.64656
Sean Singletary,182.88,83.91452
Jake Voskuhl,210.82,115.66596
Jacque Vaughn,185.42,86.18248
